restaurant_name,location_name,street,city,state,zipcode,coordinate,google_place_id,Error?
Claro,Gowanus,284 3rd Avenue,Brooklyn,NY,11215,0101000020E6100000A9DBD9571E7F52C0C1E44691B5564440,ChIJGVQqnFVawokRltzLtx5fMhM,
Clerks,Downtown,181 Church St,Charleston,SC,29401,0101000020E61000006AC18BBE82FB53C0F451465C00644040,ChIJwQPCRS17_ogRXFQ2EbBGdz4,
Coche Comedor,Amagansett,74A Montauk Hwy,Amagansett,NY,11930,0101000020E61000009C445DD56B0952C055476124857C4440,ChIJe_iMsOm76IkREotBMvZu2A4,
Coffee Bar by The Refuge,Isle of Palms,1517 Palm Blvd suite a,Isle of Palms,SC,29451,0101000020E61000003AAFB14B54F253C0C3B986191A654040,ChIJ7TpSoTJz_ogRYDJ42AYrARo,
Coleman Public House,Mt. Pleasant,427 W Coleman Blvd,Mt Pleasant,SC,29464,0101000020E6100000713AC95697F853C0F7ADD689CB654040,ChIJ__n0Xvpw_ogRCHZKuExfVMk,
Collina,Russian Hill,1550 Hyde St,San Francisco,CA,94109,0101000020E6100000DE0033DFC19A5EC08BC3995FCDE54240,ChIJVVWZC-yAhYARTO9lj9HYPlQ,
Colonia Verde,Fort Greene,219 Dekalb Ave,Brooklyn,NY,11205,0101000020E6100000CEBF435F217E52C024C3639A48584440,ChIJrXze-rlbwokRl3G4x1txJgk,
Commodore II,LES,14 Loisaida Ave,New York,NY,10009,0101000020E6100000E04CFA1EC77E52C0EF750AC4505C4440,ChIJfZlRiPZZwokRNti0HrCP_pw,
Crave Fishbar,Midtown,945 2nd Ave,New York,NY,10022,0101000020E610000014CE6E2D937E52C06902452C62644440,ChIJBUB1-eJYwokRwqGsIIvAPls,
Crave Fishbar,Upper West Side,428 Amsterdam Ave,New York,NY,10024,0101000020E6100000F566D47C957E52C0AF7AC03C64644440,ChIJqztVA4ZYwokRiLK8Lzh7_sk,
Crave Sushi Bar,Midtown East,947 2nd Ave,New York,NY,10022,0101000020E6100000F59F353FFE7D52C062BF27D6A9604440,ChIJkdJZKBRZwokRwhNrDEm_t8c,
Crif Dogs,East Village,113 St Marks Pl,New York,NY,10009,0101000020E6100000081296C1F57E52C02AA918B3125D4440,ChIJd4cu_9RZwokROtuVsYCgPAE,
Criollas Hell's Kitchen,Hell's Kitchen,888 8th Ave,New York,NY,10019,0101000020E61000002E02637D037F52C0B85A272EC7614440,ChIJjUWl9U9ZwokRqu0xrtIv_4M,
Criollas West Village,West Village,333 6th Ave,New York,NY,10014,0101000020E610000048348122168052C023BA675DA35D4440,ChIJZ-5Z2OtZwokR5QGPIp0IJVE,
Crown Shy,Financial District,70 Pine Street,New York,NY,10005,0101000020E6100000DC68006F818052C043AD69DE715A4440,ChIJ__9LNBZawokREnkOiVx7ydc,
Cruise Room,LoDo,1600 17th St CO,Denver,CO,80202,0101000020E6100000A6F33C13F53F5AC057A53EDA49E04340,ChIJ6QdWCZh5bIcRzjkjBPT0rEI,
Cubby's,Hells Kitchen,630 10th Ave,New York,NY,10036,0101000020E6100000F7393E5A9C7F52C0D8101C9771614440,ChIJrX0iSu5ZwokRYg6me9J5obs,
Dacha,Polk Gulch,1085 Sutter St,San Francisco,CA,94109,0101000020E6100000A1212DDFC49A5EC04B6DF310D7E44240,ChIJwzLVbKSBhYAROU9e3ep4_BU,
Dalida,Mission,101 Montgomery St,San Francisco,CA,94129,,ChIJ-0oK-amHhYARzNhyX0KQcEg,
Dalila's,Cannonborough Elliotborough,441 Meeting St Suite F,Charleston,SC,29403,0101000020E6100000035E66D828FC53C050340F6091654040,ChIJNXJ234B7_ogRva6P1mgPOw0,
Dashi,Park Circle,1262 Remount Rd,North Charleston,SC,29406,0101000020E61000001E8997A773FF53C0D99596917A734040,ChIJLQTTP69l_ogRPQLNc7SiSas,
Davey's Ice Cream,East Village,309 9th Street,New York,NY,10003,0101000020E610000054889688247F52C0EA518432555D4440,ChIJBxhQcdtZwokRZZDSUen2K1w,
Davey's Ice Cream,Greenpoint,74 Meserole Ave,Brooklyn,NY,11222,0101000020E6100000A9AEE701117D52C0B95C29B3FE5C4440,ChIJn4uvV0FZwokRXcHdLy6Og_M,
Davey's Ice Cream,Moynihan Train Hall,421 8th Ave,New York,NY,10001,0101000020E6100000DA823017BC7F52C0A3F6B1CF39604440,ChIJxwZzzNdZwokRMyNu9LzW1wM,
Dear Strangers,West Village,147 W 4th St,New York,NY,10012,0101000020E610000003ED0E29068052C017D86322A55D4440,ChIJY9Lf7W9ZwokR9G-2TSrck04,
Debajo,NoMad,44 W 29th St,New York,NY,10001,0101000020E610000022FAB5F5537F52C009719B5F835F4440,ChIJoxar_y9ZwokRIM6a4HXsuo4,
Decades Pizza,Ridgewood,690 Woodward Ave,Queens,NY,11385,0101000020E61000001B7EB18FF87952C056F1E693395A4440,ChIJy-XYyNtfwokRnFoJaxU7k0A,
designers collab coffee.,Williamsburg,96 A N 5th St,Brooklyn,NY,11249,0101000020E6100000D8028C787C7D52C0969C6E34DB5B4440,ChIJ3y1LyTFZwokRMC-XUpi7Nxw,
Deux Luxe,SoHo,384 Broome St,New York,NY,10012,0101000020E610000035D82F33C77F52C0C95DDFE23C5C4440,ChIJHfEjK2NZwokRf4WuY_AYrdw,
Dhamaka,Lower East Side,119 Delancey St,New York,NY,10002,0101000020E61000002F713F3B3B7F52C009CC9E5FEF5B4440,ChIJJyPbJe1ZwokRu8dDEOqAYDc,
Diner,Williamsburg,85 Broadway,Brooklyn,NY,11249,0101000020E6100000EBE5779ACC7D52C0F9A3A833F75A4440,ChIJvzYmKtlbwokRHye6SmfknDM,
Dive Bar Pizza,Montauk,466 W Lake Dr,Montauk,NY,11954,0101000020E6100000B438E5481BFC51C09097A6156F894440,ChIJu0_07FZV74kRhDxteFg83aU,
Dive Bar Pizza - Slice Counter,Montauk,466 W Lake Dr,Montauk,NY,11954,0101000020E6100000E844E53B0AFC51C04E5DE1997C894440,ChIJu0_07FZV74kRhDxteFg83aU,
Diwali Indian Cuisine,Mission,1499 Valencia St,San Francisco,CA,94110,0101000020E6100000A9A67FA4E39A5EC0B1B7DE80E0DF4240,ChIJvfU3rUt_j4ARsfgMLoRcZ6s,
Doubles,Amagansett,12 Amagansett Square,Amagansett,NY,11930,0101000020E6100000D523D78A050952C0B6DEEEE3B27C4440,ChIJqzMtFVex6IkRInzRqRHL-Rc,
Doubles,Sag Harbor,51 Division St,Sag Harbor,NY,11963,0101000020E61000004C20DBE8D21252C0427A8A1C22804440,ChIJxU5E7NG96IkR9V2_Tz5I2Bc,
Dragon Horse,SOMA,917 Folsom St,San Francisco,CA,94107,0101000020E6100000FF092E56D4995EC03CAA5093CFE34240,ChIJc4jk1ZWBhYARkZIS5HmVER8,
Due West,West Village,189 W 10th St,New York,NY,10014,0101000020E610000012A2724E368052C0FE321D5E055E4440,ChIJEyUgYZRZwokRETFRosKubF8,
Dumpling Time,Design District,11 Division St,San Francisco,CA,94103,0101000020E6100000EB24B616C1995EC04042DEBC82E24240,ChIJ1anaJC1-j4ARf_9BjfDowt8,
Dumpling Time,Mission Bay,191 Warriors Way,San Francisco,CA,94158,0101000020E6100000F109C41FE0985EC0EAF41CDD49E24240,ChIJR2AhaXJ_j4ARScj6r58240E,
Echo Bravo,Bushwick,445 Troutman St,Brooklyn,NY,11237,0101000020E61000007220DA7DFD7A52C0B46C52769F5A4440,ChIJMS1iB4lfwokR-nGBu-VwMZ0,
Edmund's Oast Brewing Co.,Wagener Terrace,1505 King St #115,Charleston,SC,29405,0101000020E61000007B6B60AB04FD53C0F279C5538F684040,ChIJGU5FivB6_ogRzmmp7eKqMtQ,
EJ's Luncheonette,Upper East Side,1271 3rd Ave,New York,NY,10021,0101000020E6100000935FF5366C7D52C020B3B3E89D624440,ChIJm8GloepYwokRKQQXHlt9X9w,
Elephant District,Dumbo,9 Old Fulton St,Brooklyn,NY,11201,0101000020E6100000994C46CE997F52C08A0A70CFF9594440,ChIJIQFtrv1bwokRkEaNwb8ltZQ,
Elephant Sushi,Fillmore,400 Grove St,San Francisco,CA,94102,0101000020E61000009BA26C431C9B5EC02110F2E2A2E34240,ChIJcVyMiSmBhYARK9hpjwu_JcQ,
Elephant Sushi,Russian Hill,1916 Hyde St,San Francisco,CA,94109,0101000020E61000009C68260DCD9A5EC00E01263545E64240,ChIJIXme1uiAhYARonEfUDgz0A4,
Elixir,Mission,3200 16th St,San Francisco,CA,94103,0101000020E61000009E6D7F78279B5EC042E3D3ADE8E14240,ChIJvwAwoRh-j4AR1BKWDkmJ3-E,
Ella Funt,East Village,78-80 E 4th St,New York,NY,10003,0101000020E6100000EEF8403C5C7F52C0E00D2C7AFC5C4440,ChIJoVcSWWFZwokRjbNOZGOxroo,
El Mansour,Outer Richmond,3119 Clement St,San Francisco,CA,94121,0101000020E6100000F549EEB0899F5EC01F9E25C808E44240,ChIJQ-y9wqmHhYARgqK_7YRKZ3I,
El Porteno,SOMA,700 2nd St,San Francisco,CA,94107,0101000020E61000001A946268FE985EC05CBD9C66EBE34240,ChIJuQFUy02Aj4ARoaOaNCQq7Oc,
Emblem,Williamsburg,187 Graham Ave,Brooklyn,NY,11206,0101000020E610000091C186E3637C52C09F38810AB15A4440,ChIJ__-zvv1bwokRq7XrbriPQZQ,
Emily Brooklyn,Clinton Hill,919 Fulton St,Brooklyn,NY,11238,0101000020E610000090831266DA7D52C0736891ED7C574440,ChIJYeJEs6RbwokRI9OjBP6hYG8,
Emmett's,SoHo,50 MacDougal St,New York,NY,10012,0101000020E610000027DBC01D288052C0F329B638195D4440,ChIJqxBUkY1ZwokRM-YtSwwhy1E,
Emmett's,West Village,39 Grove St,New York,NY,10014,0101000020E61000008857EDF5498052C09BC6F65AD05D4440,ChIJIUmWODtZwokRc33t3aurFco,
Empellón Taqueria & Bar,Greenwich Village,230 West 4th Street,New York,NY,10014,0101000020E6100000058A5ACC328052C0DFD2B5C1FE5D4440,ChIJS3YtZJRZwokR15ezAH-2Sec,
Ensenada,Williamsburg,168 Borinquen Place,Brooklyn,NY,11211,0101000020E61000005C55F65D117D52C07E52EDD3F15A4440,ChIJVQhDBhxbwokRLwobz9lb_qk,
E&O Kitchen and Bar,Union Square,314 Sutter St,San Francisco,CA,94108,0101000020E610000039454772F9995EC019E42EC214E54240,ChIJGXWXQYmAhYAR-Nr_OyKvI2o,
Essential by Christophe,Upper West Side,103 W 77th St,New York,NY,10024,0101000020E6100000F4AD6AA4807E52C003C82B6BF6634440,ChIJw6JyhoxZwokR3mKl4FLg5rM,
Estadio,Cannonborough,122 Spring St,Charleston,SC,29403,0101000020E6100000C093162EABFC53C0BF81C98D22654040,ChIJHRCMPIt7_ogRK9T7mG56Vs4,
Estancia Piola,Gowanus,288 3rd Ave,Brooklyn,NY,11215,0101000020E61000007D707BBF207F52C01B375392B5564440,ChIJ-cemB1xbwokRUuBRPBg0opo,
Evil Twin Brewing,Dumbo,43 Main St,Brooklyn,NY,11201,0101000020E6100000509EA5A2657F52C0EA3DDCB9F9594440,ChIJ-04l4vBbwokRHxrsv5Pf9kQ,
Evil Twin Brewing,Ridgewood,616 George St,Ridgewood,NY,11385,0101000020E61000004F901FA4DC7952C08DE62CA31F594440,ChIJv4wxbJ5dwokR_StiDfSvWQc,
EVO Craft Bakery,Park Circle,1075 E Montague Ave,North Charleston,SC,29405,0101000020E61000007A37161486FE53C026B6717ACD704040,ChIJs2HQ9ehk_ogR8j4Fa-8ARFA,
EVO Pizzeria,Park Circle,1075 E Montague Ave,North Charleston,SC,29405,0101000020E6100000028E4EA786FE53C06AE0FDA7D1704040,ChIJS79_9uhk_ogRXzmiDtLKcjo,
Falansai,Bushwick,112 Harrison Pl,Brooklyn,NY,11237,0101000020E61000004F75C8CD707B52C0FEEDB25F775A4440,ChIJc11gFQJcwokRcOejfRbBPpo,
Falu House,Greenpoint,34 Norman Ave,Brooklyn,NY,11222,0101000020E61000009141116B157D52C06E4EC69ABA5C4440,ChIJbwTrdABZwokRJBMnW6dXFoM,
Fan Fan Doughnuts,Clinton Hill,448 Lafayette Ave,Brooklyn,NY,11205,0101000020E61000005DB385B93E7D52C0F07B6DD93B584440,ChIJ-eBifR5bwokRgXeVyNhDBFg,
Farm to People Kitchen & Bar,Bushwick,1100 Flushing Ave,Brooklyn,NY,11237,0101000020E61000003C31EBC5507B52C00AF4893C495A4440,ChIJuUtZ-hdZwokRQw4pPJqOQbQ,
Ferdi,West Village,15 7th Ave S,New York,NY,10014,0101000020E61000003C5943C64A8052C0B91441C1795D4440,ChIJoTTiRY1ZwokRn9SpxgNIx7M,
F&F Restaurant and Bar,Carroll Gardens,465 Court St,Brooklyn,NY,11231,0101000020E61000000978C9D2E47F52C00403545BB2564440,ChIJ0TIuR1xbwokRyxxUTQqXiPY,
F&F Slice,F&F Slice,459 Court St,Brooklyn,NY,11231,0101000020E6100000ECA17DACE07F52C0ABAEE87BB2564440,ChIJO32xszpbwokRVr_g36taCbI,
F&F x Blackbird Pizza Sessions,Carroll Gardens,465 Court St,Brooklyn,NY,11231,0101000020E6100000831E204E968052C04961832ADA564440,,
Filé Gumbo Bar,Tribeca,275 Church St,New York,NY,10013,0101000020E610000007AE974B4F8052C033BC5983F75B4440,ChIJTeT7fTxbwokRdPDRDrqWjyM,
Filthy Diamond,Bushwick,679 Knickerbocker Ave,Brooklyn,NY,11221,0101000020E6100000D67FE728517A52C0E82A82A4F4584440,ChIJKTN6eehdwokRSVpHDoKvw7k,
Final Final,Pacific Heights,2990 Baker St,San Francisco,CA,94123,0101000020E6100000545227A0899C5EC0431CEBE236E64240,ChIJTx2ix9SAhYARjNIgHLlm7rI,
Fish Cheeks,Noho,55 Bond St,New York,NY,10012,0101000020E6100000FC54151A887F52C0D9B45208E45C4440,ChIJgc7fPIVZwokRQMnqTxTf_Qk,
Fish Cheeks,Williamsburg,661 Driggs Ave,Brooklyn,NY,11211,0101000020E61000003BA4BD665E7D52C0EDF88AC9765B4440,ChIJz-1-n9lZwokROnxtPfYbkHk,
Fish N Beer,RiNo,3510 Larimer St,Denver,CO,80205,0101000020E61000002C3AA3F7573E5AC00CAC883F2FE24340,ChIJf4b8dxp5bIcRSiXR0HEQ7xU,
Five Loaves Cafe,Mt. Pleasant,1055 Johnnie Dodds Blvd #100,Mt Pleasant,SC,29464,0101000020E610000071CADC7C23F753C060E5D022DB674040,ChIJT0AAmVZw_ogR4jRTh9lQg7o,
FLYBAR (FSR),FLYBAR,324 Lafayette St,New York,NY,10012,,,
FLYBAR (QSR),FLYBAR,324 Lafayette St Floor 6,New York,NY,10012,,,
FLYBAR (Square),FLYBAR,324 Lafayette St Floor 6,New York,NY,10012,,,
Formosa,Bushwick,144 Evergreen Ave,Brooklyn,NY,11206,0101000020E6100000CCDFCECF9E7B52C0231BFE8980594440,ChIJ7etbil9dwokRYKe_oQSHsdY,
Fornino,Greenpoint,849 Manhattan Ave,Brooklyn,NY,11222,0101000020E6100000CA6305EC0D7D52C07A58124E4F5D4440,ChIJx1Bo1EBZwokRUZ_xdNzvcLY,
Fossetta,Lower East Side,198 Allen St,New York,NY,10002,0101000020E6100000D74E9484447F52C028B517D1765C4440,ChIJ9RRDNShZwokRkVa5XZq-rxw,
Foul Witch,Alphabet City,15 Avenue A,New York,NY,10009,0101000020E6100000D9C9C5DC1D7F52C007EBAC7A8A5C4440,ChIJq6oPsoNZwokR1hGiiD3wy8g,
Fox And The Hen,Fox And The Hen,2257 W 32nd Ave,Denver,CO,80211,0101000020E6100000CA6ABA9EE8405AC006BDDCCC8DE14340,ChIJccWEGAZ5bIcRocT3qmn25y0,
Frances,The Castro,3870 17th St,San Francisco,CA,94114,0101000020E61000004A6A4906AA9B5EC03E328C37A4E14240,ChIJky2knBt-j4ARXAdR3-GAWM8,
Frankies 457 Spuntino,Carroll Gardens,457 Court St,Brooklyn,NY,11231,0101000020E61000002AA0094EE27F52C02425D7FCB4564440,ChIJm7uvMfZawokRNR0XRCotzWY,
Frannie & The Fox,Downtown,181 Church St,Charleston,SC,29401,0101000020E6100000F67D384888FB53C07A1D71C806644040,ChIJOetRgzp7_ogR_eJsx6ttGls,
Frasca,Pearl Street,1738 Pearl St,Boulder,CO,80302,0101000020E61000009D9FE23870515AC023B6604E75024440,ChIJ32ggfCnsa4cReukO2DP2hXY,
Fred's Dog House,Williamsburg,354 Grand St,Brooklyn,NY,11211,0101000020E610000098F9ABA72E7D52C0B73D86DC2C5B4440,ChIJEcTXd2NZwokRgVij9B5UW0A,
Freemans,East Village,Freeman Alley,New York,NY,10002,0101000020E6100000DA8D3EE6837F52C0623A19C16B5C4440,ChIJRcCC14VZwokRvJiDo29-IGM,
Fresno,East Hampton,11 Fresno Pl,East Hampton,NY,11937,0101000020E61000001E9ECA0E960C52C073CF5F8D587B4440,ChIJjXa_IwS76IkRNMrrKkALxJY,
Friedman's Chelsea Market,Friedmans Chelsea Market,75 9th Ave,New York,NY,10011,0101000020E6100000D233620B668052C0ECFB7090105F4440,ChIJw2lMFL9ZwokRyO_5o2VT8os,
Friend of a Farmer,Gramercy,77 Irving Pl Ground Floor,New York,NY,10003,0101000020E6100000F2097EC0287F52C0D5935401525E4440,ChIJb85ryKFZwokRaCJqC07E0G0,
Friend of a Farmer,Upper West Side,68 W 71st St,New York,NY,10023,0101000020E610000020A523CAA87E52C0402773E261634440,ChIJeQcpsdFZwokRLvcPlPKdYuc,
Fulgurances,Greenpoint,132 Franklin St,Brooklyn,NY,11222,0101000020E61000004B18F170467D52C098785E35625D4440,ChIJcelSUXlZwokRkD8zyKGV6k4,
Gair,Dumbo,41 Washington St,Brooklyn,NY,11201,0101000020E61000008DD1D884527F52C03B5EFC34FF594440,ChIJTZIC-AdbwokRPwk_gzcoNNs,
Gelso & Grand,Gelso & Grand,186 Grand St,New York,NY,10013,0101000020E610000087BF266BD47F52C0C85C19541B5C4440,ChIJS3EpUohZwokReLFKxxE_zKE,
gertrude's,Prospect Heights,605 Carlton Ave,Brooklyn,NY,11238,0101000020E610000060B01BB62D7E52C0234E27D9EA564440,ChIJnRyRtUBbwokR4veV9Er_PAU,
Gjelina NY,NoHo,45 Bond St,New York,NY,10012,0101000020E610000079D5EB558F7F52C066DBC9CEEB5C4440,ChIJv9s0scFZwokRYuWpWB7CLbw,
Golden Hof - Korean Bar & Grill,Midtown East,16 W 48th St,New York,NY,10036,0101000020E6100000498E2A79AB7E52C05C1B2AC6F9604440,ChIJc6vecABZwokRBHqMFj4UsbY,
Goldie's Tavern,Chelsea,135 W 30th St,New York,NY,10001,0101000020E6100000AFB14B546F7F52C0BAF605F4C25F4440,ChIJ72J3O2ZfwokRKcyw_siw980,
Good Bar,Greenpoint,1 Bedford Ave,Brooklyn,NY,11222,0101000020E6100000BEA9B6F5E07C52C04DFBFA38A55C4440,ChIJYaebsEZZwokRdaBnC6WMr5A,
Good Guys,Lower East Side,134 Eldridge St,New York,NY,10002,0101000020E6100000CC7C073F717F52C0226E4E25035C4440,ChIJqcXTb0NZwokRPbW9xBZwUEs,
Good Thanks,Williamsburg,374 Graham Ave,Brooklyn,NY,11211,0101000020E61000004FCAA495707C52C00076D27C9D5B4440,ChIJYzGsnstZwokRkcK34hMLbV0,
Gotham Burger Social Club,Greenpoint,113 Franklin St,Brooklyn,NY,11222,0101000020E6100000677A89B14C7D52C03293A8177C5D4440,ChIJXZ6WJABZwokRDi2X0_3I1Mo,
Gotham Burger Social Club,Lower East Side,131 Essex St,New York,NY,10002,0101000020E61000002DBCC39A317F52C0CBA1672B3E5C4440,ChIJa9mUEgFZwokRp_ITmhqS8f4,
Graft Wine Bar,Uptown Charleston,700b King St,Charleston,SC,29403,0101000020E61000000667F0F78BFC53C018213CDA38664040,ChIJz2rDuFx6_ogRk5EZR618YmI,
Greenpoint Fish & Lobster,Greenpoint,114 Nassau Avenue,Brooklyn,NY,11222,0101000020E6100000C8409E5DBE7C52C0FFB27BF2B05C4440,ChIJYVSQlUVZwokR3YMbMiZwhzE,
Greenwood Park,Park Slope,555 7th Ave,Brooklyn,NY,11215,0101000020E61000008F0711AA397F52C033554EE866544440,ChIJNTec2OBawokRUv0YTg7oX-E,
Greywind,Hudson Yards,451 10th Ave,New York,NY,10018,0101000020E61000003FE5982CEE7F52C0E90FCD3CB9604440,ChIJRyAmqgpZwokRHjS6xvDPVfI,
Grimm Artisanal Ales,Williamsburg,990 Metropolitan Ave,Brooklyn,NY,11211,0101000020E6100000BDF32205EF7B52C07B0CE667735B4440,ChIJO0onUVNZwokRAuTHAAO2OA0,
GupShup,Gramercy,115 E 18th St,New York,NY,10003,0101000020E61000002C0E677E357F52C02992AF04525E4440,ChIJvYavzZ5ZwokRBQj3hhDtpfk,
Gus's,Cobble Hill,215 Union St,Brooklyn,NY,11231,0101000020E61000002F4D11E0F47F52C06DAB59677C574440,ChIJTb3cUH1bwokRqVj5vctMMXs,
Hags,East Village,163 1st Ave.,New York,NY,10003,0101000020E61000002254A9D9037F52C0DD425722505D4440,ChIJp0ha1dFZwokRK9WxgN9HVuY,
Hank's Seafood Restaurant,Radcliffborough,10 Hayne St,Charleston,SC,29401,0101000020E61000005E13D21A83FB53C0A3CD716E13644040,ChIJt5BmhQ16_ogRbwSj1J64dmA,
Hanoi House,East Village,119 St Marks Pl,New York,NY,10009,0101000020E610000066DF707AF27E52C0FEB4519D0E5D4440,ChIJBWyKZp1ZwokRHhnug4zTch4,
Harborview Restaurant & Bar,Embarcadero,4 Embarcadero Center,Four Embarcadero Center,CA,94111,0101000020E6100000A84F17CE5A995EC06C92C437B9E54240,ChIJZ1SMEQeBhYAR8Y0suKMr48o,
Hart Bar,Bushwick,538 Hart St #1,Brooklyn,NY,11221,0101000020E6100000D457A192847B52C04779419F23594440,ChIJl66pMw9cwokRVevR2MmIqBg,
HaSalon,Hell's Kitchen,735 10th Ave,New York,NY,10019,0101000020E6100000AD18AE0E807F52C045B9347EE1614440,ChIJ-YpwVCJZwokR79IyrPpwSVA,
Hazie's,Hayes Valley,501 Hayes St,San Francisco,CA,94102,0101000020E6100000E8A4F78D2F9B5EC020C0D83164E34240,ChIJn-6m802BhYARruM4u0h9-Bc,
Hearty & Healthy,Lower East Side,103 1st Ave,New York,NY,10003,0101000020E61000001344DD07207F52C04AB3791C065D4440,ChIJZZe0gltZwokRcGgGUjceM_4,
Heavy Woods,Bushwick,50 Wyckoff Ave,Brooklyn,NY,11237,0101000020E61000001F9BE447FC7A52C042EE224C515A4440,ChIJpwu_dB1cwokRB_7Vq9WZDh0,
HED 11,Japantown,1800 Sutter St,San Francisco,CA,94115,0101000020E6100000CBC7A4758A9B5EC0D2D96E27B6E44240,ChIJ8wbZfQCBhYARbBBXJyQXBZA,
Heirloom Cafe,Mission,2500 Folsom St,San Francisco,CA,94110,0101000020E6100000780E65A88A9A5EC0A1A3552DE9E04240,ChIJ3XEasjl-j4ARWcW8iwtlkhw,
Hellbender,Ridgewood,68-22 Forest Ave,Queens,NY,11385,0101000020E610000041E555ABAF7952C04F4AA489FE594440,ChIJG4RMPa1dwokRBET-URZXZJU,
Henry & The Lions,Chelsea,405 W 23rd St,New York,NY,10011,0101000020E6100000E2067C7E188052C0EE5BAD13975F4440,ChIJFwCwrbpZwokRaS7l5yPwQyM,
Herd Provisions,East Central,106 Grove Street,Charleston,SC,29403,0101000020E6100000E0675C3810FD53C06AC020E9D3664040,ChIJ93o7oNB7_ogRKt36Os-r-C8,
Hoexters,Hoexter's,174 E 82nd St,New York,NY,10028,0101000020E61000009C645012377D52C02939CC3C5E634440,ChIJJWByn_BZwokR9IC-3PtPPuk,
Holy City Brewing,Park Circle - Charleston,1021 Aragon Ave,Charleston,SC,29405,0101000020E6100000C667B27F9EFE53C0158DB5BFB36F4040,ChIJXZV_WlF7_ogRy1myXw3d-ME,
Hortus,NoMad,271 5th Ave,New York,NY,10016,0101000020E61000009CDF30D1207F52C09B594B01695F4440,ChIJyX-WBOZZwokRROjVTDdgeZE,
Hortus,NoMad,271 5th Ave,New York,NY,10016,,ChIJyX-WBOZZwokRROjVTDdgeZE,
Hoseki,Midtown,611 5th Avenue,New York,NY,10022,0101000020E610000009371955867E52C090F7AA9509614440,ChIJKfbxu2RZwokRZhsCZq_HYTg,
Hudson Club,Midtown,136 W 55th St,New York,NY,10019,0101000020E610000093C83EC8B27E52C01E37FC6EBA614440,ChIJZ49dwcNZwokRtUHt_n4BYME,
Hungry Llama,West Village,679 Washington St,New York,NY,10014,0101000020E61000003DE87EF3878052C0B4379D09F25D4440,ChIJFXK3-LdZwokR41IAIP81AvM,
Huriyali,Downtown,401 Huger St,Charleston,SC,29403,0101000020E610000050E27327D8FC53C07B1684F23E664040,ChIJjczF2lp6_ogRBub6Bfc8OkU,
Huriyali,Riverland,2016 Wappoo Dr,Charleston,SC,29412,0101000020E610000048F949B54FFF53C0236937FA98614040,ChIJX3X_Fgx5_ogRclV0AGOOGtA,
Idaho,East Village,349 E 13th St,New York,NY,10003,0101000020E610000008878329EF7E52C0B0CCB62E905D4440,ChIJaeFdrtdZwokRMn3DrPKdAVc,
Iggy's Place,Richmond,3519 Balboa St,San Francisco,CA,94121,0101000020E6100000A51710B5C89F5EC00FB7F93548E34240,ChIJ62Ob5guHhYARfQu8fH-BugE,
Il Buco Alimentari & Vineria,NoHo,53 Great Jones St,New York,NY,10012,0101000020E61000005CAB3DEC857F52C09D46FF70FC5C4440,ChIJYUQdLoVZwokRBjKzg6PAaa8,
Il Corallo Trattoria,SoHo,176 Prince St,New York,NY,10012,0101000020E61000007FFD6BD41E8052C00DF32F93F25C4440,ChIJZ75-yI1ZwokR82kXXJvniwo,
ILIS,ILIS,150 Green St,Brooklyn,NY,11222,0101000020E6100000E017F263277D52C003C46EE9E25D4440,ChIJHZyajD1ZwokREWLihHYSryQ,
Inday All Day,Williamsburg,658 Driggs Ave,Brooklyn,NY,11211,0101000020E610000022E39831637D52C0B8879DD27A5B4440,ChIJ-xUElXtZwokRpv0Gz1fJiuc,
Indian Accent,Indian Accent,123 W 56th St,New York,NY,10019,0101000020E610000079B0C56E9F7E52C01D3D7E6FD3614440,ChIJ5zM53_lYwokREUcpQkveG1w,
Indigo,Marina,3321 Steiner St,San Francisco,CA,94123,0101000020E61000005B43A9BD089C5EC0EF1B5F7B66E64240,ChIJR3GOKeuBhYARZLjs9-fsh_Q,
Insa,Gowanus,328 Douglass St,Brooklyn,NY,11217,0101000020E610000099965CB7E17E52C0E0151F4211574440,ChIJo-EvNqtbwokRjZnXUY-cyCk,
IRIS,IRIS,1740 Broadway,New York,NY,10019,0101000020E6100000852348A5D87E52C0558847E2E5614440,ChIJMccf7SRZwokRyJJEQAXUhqM,
Iron Horse Cocktails,Iron Horse Cocktails,25 Maiden Ln,San Francisco,CA,94108,0101000020E61000005A0EF450DB995EC0782AE09EE7E44240,ChIJk-_jVoiAhYARUMRNR_Aq_wU,
Isabelle's Osteria,Gramercy,245 Park Ave S,New York,NY,10003,0101000020E61000003D450E11377F52C08D7A8846775E4440,ChIJV9twMKRZwokRkXW1n1miJeQ,
Isshiki,East Village,138 2nd Ave (inside Moko),New York,NY,10003,0101000020E61000001FDB32E02C7F52C011FFB0A5475D4440,ChIJsVe2QABZwokR4ewjadozGNE,
Itria,Mission,3266 24th St,San Francisco,CA,94110,0101000020E610000021044591BD9A5EC097D477F251E04240,ChIJg0a43A5_j4ARH8IaUaRVUCs,
Ivan Ramen,Lower East Side,25 Clinton St,New York,NY,10002,0101000020E6100000FF0D3565027F52C0EB1BF237475C4440,ChIJreEXi4FZwokR_ygs7wh2fTk,
Jacob's Pickles,Upper West Side,509 Amsterdam Ave,New York,NY,10024,0101000020E6100000A9392F046F7E52C05FBBB4E1B0644440,ChIJCehOSIRYwokRs4ijKsy1oiI,
